#
## ./fault_db2/xfr_merge.out
## File generated by TOOL:	xfr	20.09-s007 on Jun 16, 2025 at 21:37:58 CEST
#

{ <list of fault nodes> } <fault_seed> <fault_type> <fault injection time> <finish time> <result>
":UUT:\Q_OUT_REG[4]\:C"    0    SET+100ps    249ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]\:IS_C_INVERTED_BIN"    0    SET+100ps    349ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]\:CE"    0    SET+100ps    386ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]\:D"    0    SET+100ps    91ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]\:IS_D_INVERTED_BIN"    0    SET+100ps    326ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]_I_3\:S"    0    SET+100ps    369ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]_I_3\:O"    0    SET+100ps    317ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]_I_3\:I0"    0    SET+100ps    263ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[4]_I_3\:I1"    0    SET+100ps    417ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:GLBLGSR"    0    SET+100ps    410ns    1us    <ON_TIME,DETECTED:410100ps>
":UUT:\Q_OUT_REG[5]\:Q"    0    SET+100ps    206ns    1us    <ON_TIME,DETECTED:206ns>
":UUT:\Q_OUT_REG[5]\:Q_OUT"    0    SET+100ps    363ns    1us    <ON_TIME,DETECTED:363ns>
":UUT:\Q_OUT_REG[5]\:INIT_BIN"    0    SET+100ps    55ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:CLR"    0    SET+100ps    169ns    1us    <ON_TIME,DETECTED:169100ps>
":UUT:\Q_OUT_REG[5]\:IS_CLR_INVERTED_BIN"    0    SET+100ps    60ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:C"    0    SET+100ps    258ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:IS_C_INVERTED_BIN"    0    SET+100ps    385ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:CE"    0    SET+100ps    80ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:D"    0    SET+100ps    330ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[5]\:IS_D_INVERTED_BIN"    0    SET+100ps    287ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:GLBLGSR"    0    SET+100ps    258ns    1us    <ON_TIME,DETECTED:258100ps>
":UUT:\Q_OUT_REG[6]\:Q"    0    SET+100ps    295ns    1us    <ON_TIME,DETECTED:295ns>
":UUT:\Q_OUT_REG[6]\:Q_OUT"    0    SET+100ps    59ns    1us    <ON_TIME,DETECTED:59ns>
":UUT:\Q_OUT_REG[6]\:INIT_BIN"    0    SET+100ps    358ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:CLR"    0    SET+100ps    403ns    1us    <ON_TIME,DETECTED:403100ps>
":UUT:\Q_OUT_REG[6]\:IS_CLR_INVERTED_BIN"    0    SET+100ps    122ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:C"    0    SET+100ps    443ns    1us    <ON_TIME,DETECTED:443100ps>
":UUT:\Q_OUT_REG[6]\:IS_C_INVERTED_BIN"    0    SET+100ps    206ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:CE"    0    SET+100ps    444ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:D"    0    SET+100ps    354ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]\:IS_D_INVERTED_BIN"    0    SET+100ps    92ns    1us    <ON_TIME,UNDETECTED>
":UUT:\Q_OUT_REG[6]_I_4\:S"    0    SET+100ps    70ns    1us    <ON_TIME,UNDETECTED>
